Order,Customer Id,Product,Region,OrderDate,Quantity,UnitPrice,Total Revenue,Total Revnue by Region
1009,Cus1376,Hat,North,9/30/2023,7,10,70," 1,432,640.00 "
1010,Cus1385,Socks,South,10/31/2023,9,30,270," 3,434,490.00 "
1011,Cus1171,Jacket,East,11/30/2023,6,35,210," 1,799,675.00 "
1012,Cus1257,Gloves,West,12/31/2023,5,20,100," 1,111,310.00 "
1013,Cus1259,Shirt,North,1/31/2024,8,50,400," 1,432,570.00 "
1014,Cus1175,Shoes,South,2/29/2024,10,60,600," 3,434,220.00 "
1015,Cus1407,Hat,East,3/31/2024,11,10,110," 1,799,465.00 "
1016,Cus1495,Socks,West,4/30/2024,4,20,80," 1,111,210.00 "
1017,Cus1153,Jacket,North,5/31/2024,3,30,90," 1,432,170.00 "
1018,Cus1418,Gloves,South,6/30/2024,12,25,300," 3,433,620.00 "
1019,Cus1364,Shoes,East,7/31/2024,5,15,75," 1,799,355.00 "
1020,Cus1094,Hat,West,8/31/2024,7,50,350," 1,111,130.00 "
1001,Cus1473,Shirt,North,1/31/2023,5,20,100," 1,432,080.00 "
1002,Cus1174,Shoes,South,2/28/2023,10,50,500," 3,433,320.00 "
1003,Cus1201,Hat,East,3/31/2023,7,15,105," 1,799,280.00 "
1004,Cus1246,Socks,West,4/30/2023,3,5,15," 1,110,780.00 "
1005,Cus1110,Jacket,North,5/31/2023,2,60,120," 1,431,980.00 "
1006,Cus1479,Gloves,South,6/30/2023,8,25,200," 3,432,820.00 "
1007,Cus1145,Shirt,East,7/31/2023,12,40,480," 1,799,175.00 "
1008,Cus1440,Shoes,West,8/31/2023,4,15,60," 1,110,765.00 "
1009,Cus1292,Hat,North,9/30/2023,7,10,70," 1,431,860.00 "
1010,Cus1064,Socks,South,10/31/2023,9,30,270," 3,432,620.00 "
1011,Cus1364,Jacket,East,11/30/2023,6,35,210," 1,798,695.00 "
1012,Cus1215,Gloves,West,12/31/2023,5,20,100," 1,110,705.00 "
1013,Cus1225,Shirt,North,1/31/2024,8,50,400," 1,431,790.00 "
1014,Cus1299,Shoes,South,2/29/2024,10,60,600," 3,432,350.00 "
1015,Cus1264,Hat,East,3/31/2024,11,10,110," 1,798,485.00 "
1016,Cus1100,Socks,West,4/30/2024,4,20,80," 1,110,605.00 "
1017,Cus1013,Jacket,North,5/31/2024,3,30,90," 1,431,390.00 "
1018,Cus1426,Gloves,South,6/30/2024,12,25,300," 3,431,750.00 "
1019,Cus1168,Shoes,East,7/31/2024,5,15,75," 1,798,375.00 "
1020,Cus1148,Hat,West,8/31/2024,7,50,350," 1,110,525.00 "
1001,Cus1046,Shirt,North,1/31/2023,5,20,100," 1,431,300.00 "
1002,Cus1169,Shoes,South,2/28/2023,10,50,500," 3,431,450.00 "
1003,Cus1256,Hat,East,3/31/2023,7,15,105," 1,798,300.00 "
1004,Cus1076,Socks,West,4/30/2023,3,5,15," 1,110,175.00 "
1005,Cus1144,Jacket,North,5/31/2023,2,60,120," 1,431,200.00 "
1006,Cus1133,Gloves,South,6/30/2023,8,25,200," 3,430,950.00 "
1007,Cus1055,Shirt,East,7/31/2023,12,40,480," 1,798,195.00 "
1008,Cus1079,Shoes,West,8/31/2023,4,15,60," 1,110,160.00 "
1009,Cus1102,Hat,North,9/30/2023,7,10,70," 1,431,080.00 "
1010,Cus1236,Socks,South,10/31/2023,9,30,270," 3,430,750.00 "
1011,Cus1483,Jacket,East,11/30/2023,6,35,210," 1,797,715.00 "
1012,Cus1332,Gloves,West,12/31/2023,5,20,100," 1,110,100.00 "
1013,Cus1318,Shirt,North,1/31/2024,8,50,400," 1,431,010.00 "
1014,Cus1248,Shoes,South,2/29/2024,10,60,600," 3,430,480.00 "
1015,Cus1372,Hat,East,3/31/2024,11,10,110," 1,797,505.00 "
1016,Cus1087,Socks,West,4/30/2024,4,20,80," 1,110,000.00 "
1017,Cus1348,Jacket,North,5/31/2024,3,30,90," 1,430,610.00 "
1018,Cus1261,Gloves,South,6/30/2024,12,25,300," 3,429,880.00 "
1019,Cus1310,Shoes,East,7/31/2024,5,15,75," 1,797,395.00 "
1020,Cus1212,Hat,West,8/31/2024,7,50,350," 1,109,920.00 "
1001,Cus1201,Shirt,North,1/31/2023,5,20,100," 1,430,520.00 "
1002,Cus1479,Shoes,South,2/28/2023,10,50,500," 3,429,580.00 "
1003,Cus1304,Hat,East,3/31/2023,7,15,105," 1,797,320.00 "
1004,Cus1429,Socks,West,4/30/2023,3,5,15," 1,109,570.00 "
1005,Cus1463,Jacket,North,5/31/2023,2,60,120," 1,430,420.00 "
1006,Cus1180,Gloves,South,6/30/2023,8,25,200," 3,429,080.00 "
1007,Cus1039,Shirt,East,7/31/2023,12,40,480," 1,797,215.00 "
1008,Cus1221,Shoes,West,8/31/2023,4,15,60," 1,109,555.00 "
1009,Cus1263,Hat,North,9/30/2023,7,10,70," 1,430,300.00 "
1010,Cus1200,Socks,South,10/31/2023,9,30,270," 3,428,880.00 "
1011,Cus1055,Jacket,East,11/30/2023,6,35,210," 1,796,735.00 "
1012,Cus1017,Gloves,West,12/31/2023,5,20,100," 1,109,495.00 "
1013,Cus1209,Shirt,North,1/31/2024,8,50,400," 1,430,230.00 "
1014,Cus1097,Shoes,South,2/29/2024,10,60,600," 3,428,610.00 "
1015,Cus1290,Hat,East,3/31/2024,11,10,110," 1,796,525.00 "
1016,Cus1374,Socks,West,4/30/2024,4,20,80," 1,109,395.00 "
1017,Cus1447,Jacket,North,5/31/2024,3,30,90," 1,429,830.00 "
1018,Cus1108,Gloves,South,6/30/2024,12,25,300," 3,428,010.00 "
1019,Cus1056,Shoes,East,7/31/2024,5,15,75," 1,796,415.00 "
1020,Cus1158,Hat,West,8/31/2024,7,50,350," 1,109,315.00 "
1001,Cus1073,Shirt,North,1/31/2023,5,20,100," 1,429,740.00 "
1002,Cus1126,Shoes,South,2/28/2023,10,50,500," 3,427,710.00 "
1003,Cus1306,Hat,East,3/31/2023,7,15,105," 1,796,340.00 "
1004,Cus1344,Socks,West,4/30/2023,3,5,15," 1,108,965.00 "
1005,Cus1463,Jacket,North,5/31/2023,2,60,120," 1,429,640.00 "
1006,Cus1083,Gloves,South,6/30/2023,8,25,200," 3,427,210.00 "
1007,Cus1006,Shirt,East,7/31/2023,12,40,480," 1,796,235.00 "
1008,Cus1060,Shoes,West,8/31/2023,4,15,60," 1,108,950.00 "
1009,Cus1137,Hat,North,9/30/2023,7,10,70," 1,429,520.00 "
1010,Cus1290,Socks,South,10/31/2023,9,30,270," 3,427,010.00 "
1011,Cus1141,Jacket,East,11/30/2023,6,35,210," 1,795,755.00 "
1012,Cus1320,Gloves,West,12/31/2023,5,20,100," 1,108,890.00 "
1013,Cus1144,Shirt,North,1/31/2024,8,50,400," 1,429,450.00 "
1014,Cus1294,Shoes,South,2/29/2024,10,60,600," 3,426,740.00 "
1015,Cus1467,Hat,East,3/31/2024,11,10,110," 1,795,545.00 "
1016,Cus1314,Socks,West,4/30/2024,4,20,80," 1,108,790.00 "
1017,Cus1230,Jacket,North,5/31/2024,3,30,90," 1,429,050.00 "
1018,Cus1473,Gloves,South,6/30/2024,12,25,300," 3,426,140.00 "
1019,Cus1313,Shoes,East,7/31/2024,5,15,75," 1,795,435.00 "
1020,Cus1261,Hat,West,8/31/2024,7,50,350," 1,108,710.00 "
1001,Cus1015,Shirt,North,1/31/2023,5,20,100," 1,428,960.00 "
1002,Cus1461,Shoes,South,2/28/2023,10,50,500," 3,425,840.00 "
1003,Cus1033,Hat,East,3/31/2023,7,15,105," 1,795,360.00 "
1004,Cus1027,Socks,West,4/30/2023,3,5,15," 1,108,360.00 "
1005,Cus1236,Jacket,North,5/31/2023,2,60,120," 1,428,860.00 "
1006,Cus1207,Gloves,South,6/30/2023,8,25,200," 3,425,340.00 "
1007,Cus1435,Shirt,East,7/31/2023,12,40,480," 1,795,255.00 "
1008,Cus1180,Shoes,West,8/31/2023,4,15,60," 1,108,345.00 "
1009,Cus1417,Hat,North,9/30/2023,7,10,70," 1,428,740.00 "
1010,Cus1076,Socks,South,10/31/2023,9,30,270," 3,425,140.00 "
1011,Cus1219,Jacket,East,11/30/2023,6,35,210," 1,794,775.00 "
1012,Cus1137,Gloves,West,12/31/2023,5,20,100," 1,108,285.00 "
1013,Cus1242,Shirt,North,1/31/2024,8,50,400," 1,428,670.00 "
1014,Cus1294,Shoes,South,2/29/2024,10,60,600," 3,424,870.00 "
1015,Cus1434,Hat,East,3/31/2024,11,10,110," 1,794,565.00 "
1016,Cus1252,Socks,West,4/30/2024,4,20,80," 1,108,185.00 "
1017,Cus1417,Jacket,North,5/31/2024,3,30,90," 1,428,270.00 "
1018,Cus1109,Gloves,South,6/30/2024,12,25,300," 3,424,270.00 "
1019,Cus1064,Shoes,East,7/31/2024,5,15,75," 1,794,455.00 "
1020,Cus1323,Hat,West,8/31/2024,7,50,350," 1,108,105.00 "
1001,Cus1288,Shirt,North,1/31/2023,5,20,100," 1,428,180.00 "
1002,Cus1352,Shoes,South,2/28/2023,10,50,500," 3,423,970.00 "
1003,Cus1237,Hat,East,3/31/2023,7,15,105," 1,794,380.00 "
1004,Cus1062,Socks,West,4/30/2023,3,5,15," 1,107,755.00 "
1005,Cus1190,Jacket,North,5/31/2023,2,60,120," 1,428,080.00 "
1006,Cus1096,Gloves,South,6/30/2023,8,25,200," 3,423,470.00 "
1007,Cus1037,Shirt,East,7/31/2023,12,40,480," 1,794,275.00 "
1008,Cus1277,Shoes,West,8/31/2023,4,15,60," 1,107,740.00 "
1009,Cus1211,Hat,North,9/30/2023,7,10,70," 1,427,960.00 "
1010,Cus1443,Socks,South,10/31/2023,9,30,270," 3,423,270.00 "
1011,Cus1018,Jacket,East,11/30/2023,6,35,210," 1,793,795.00 "
1012,Cus1158,Gloves,West,12/31/2023,5,20,100," 1,107,680.00 "
1013,Cus1085,Shirt,North,1/31/2024,8,50,400," 1,427,890.00 "
1014,Cus1453,Shoes,South,2/29/2024,10,60,600," 3,423,000.00 "
1015,Cus1307,Hat,East,3/31/2024,11,10,110," 1,793,585.00 "
1016,Cus1274,Socks,West,4/30/2024,4,20,80," 1,107,580.00 "
1017,Cus1219,Jacket,North,5/31/2024,3,30,90," 1,427,490.00 "
1018,Cus1033,Gloves,South,6/30/2024,12,25,300," 3,422,400.00 "
1019,Cus1384,Shoes,East,7/31/2024,5,15,75," 1,793,475.00 "
1020,Cus1165,Hat,West,8/31/2024,7,50,350," 1,107,500.00 "
1001,Cus1229,Shirt,North,1/31/2023,5,20,100," 1,427,400.00 "
1002,Cus1005,Shoes,South,2/28/2023,10,50,500," 3,422,100.00 "
1003,Cus1455,Hat,East,3/31/2023,7,15,105," 1,793,400.00 "
1004,Cus1106,Socks,West,4/30/2023,3,5,15," 1,107,150.00 "
1005,Cus1116,Jacket,North,5/31/2023,2,60,120," 1,427,300.00 "
1006,Cus1143,Gloves,South,6/30/2023,8,25,200," 3,421,600.00 "
1007,Cus1488,Shirt,East,7/31/2023,12,40,480," 1,793,295.00 "
1008,Cus1208,Shoes,West,8/31/2023,4,15,60," 1,107,135.00 "
1009,Cus1166,Hat,North,9/30/2023,7,10,70," 1,427,180.00 "
1010,Cus1400,Socks,South,10/31/2023,9,30,270," 3,421,400.00 "
1011,Cus1071,Jacket,East,11/30/2023,6,35,210," 1,792,815.00 "
1012,Cus1201,Gloves,West,12/31/2023,5,20,100," 1,107,075.00 "
1013,Cus1348,Shirt,North,1/31/2024,8,50,400," 1,427,110.00 "
1014,Cus1141,Shoes,South,2/29/2024,10,60,600," 3,421,130.00 "
1015,Cus1238,Hat,East,3/31/2024,11,10,110," 1,792,605.00 "
1016,Cus1476,Socks,West,4/30/2024,4,20,80," 1,106,975.00 "
1017,Cus1284,Jacket,North,5/31/2024,3,30,90," 1,426,710.00 "
1018,Cus1390,Gloves,South,6/30/2024,12,25,300," 3,420,530.00 "
1019,Cus1063,Shoes,East,7/31/2024,5,15,75," 1,792,495.00 "
1020,Cus1291,Hat,West,8/31/2024,7,50,350," 1,106,895.00 "
1001,Cus1155,Shirt,North,1/31/2023,5,20,100," 1,426,620.00 "
1002,Cus1324,Shoes,South,2/28/2023,10,50,500," 3,420,230.00 "
1003,Cus1339,Hat,East,3/31/2023,7,15,105," 1,792,420.00 "
1004,Cus1277,Socks,West,4/30/2023,3,5,15," 1,106,545.00 "
1005,Cus1472,Jacket,North,5/31/2023,2,60,120," 1,426,520.00 "
1006,Cus1399,Gloves,South,6/30/2023,8,25,200," 3,419,730.00 "
1007,Cus1393,Shirt,East,7/31/2023,12,40,480," 1,792,315.00 "
1008,Cus1482,Shoes,West,8/31/2023,4,15,60," 1,106,530.00 "
1009,Cus1244,Hat,North,9/30/2023,7,10,70," 1,426,400.00 "
1010,Cus1124,Socks,South,10/31/2023,9,30,270," 3,419,530.00 "
1011,Cus1341,Jacket,East,11/30/2023,6,35,210," 1,791,835.00 "
1012,Cus1087,Gloves,West,12/31/2023,5,20,100," 1,106,470.00 "
1013,Cus1007,Shirt,North,1/31/2024,8,50,400," 1,426,330.00 "
1014,Cus1251,Shoes,South,2/29/2024,10,60,600," 3,419,260.00 "
1015,Cus1047,Hat,East,3/31/2024,11,10,110," 1,791,625.00 "
1016,Cus1322,Socks,West,4/30/2024,4,20,80," 1,106,370.00 "
1017,Cus1085,Jacket,North,5/31/2024,3,30,90," 1,425,930.00 "
1018,Cus1008,Gloves,South,6/30/2024,12,25,300," 3,418,660.00 "
1019,Cus1467,Shoes,East,7/31/2024,5,15,75," 1,791,515.00 "
1020,Cus1215,Hat,West,8/31/2024,7,50,350," 1,106,290.00 "
1001,Cus1482,Shirt,North,1/31/2023,5,20,100," 1,425,840.00 "
1002,Cus1059,Shoes,South,2/28/2023,10,50,500," 3,418,360.00 "
1003,Cus1193,Hat,East,3/31/2023,7,15,105," 1,791,440.00 "
1004,Cus1415,Socks,West,4/30/2023,3,5,15," 1,105,940.00 "
1005,Cus1445,Jacket,North,5/31/2023,2,60,120," 1,425,740.00 "
1006,Cus1418,Gloves,South,6/30/2023,8,25,200," 3,417,860.00 "
1007,Cus1202,Shirt,East,7/31/2023,12,40,480," 1,791,335.00 "
1008,Cus1221,Shoes,West,8/31/2023,4,15,60," 1,105,925.00 "
1009,Cus1237,Hat,North,9/30/2023,7,10,70," 1,425,620.00 "
1010,Cus1231,Socks,South,10/31/2023,9,30,270," 3,417,660.00 "
1011,Cus1211,Jacket,East,11/30/2023,6,35,210," 1,790,855.00 "
1012,Cus1107,Gloves,West,12/31/2023,5,20,100," 1,105,865.00 "
1013,Cus1034,Shirt,North,1/31/2024,8,50,400," 1,425,550.00 "
1014,Cus1291,Shoes,South,2/29/2024,10,60,600," 3,417,390.00 "
1015,Cus1026,Hat,East,3/31/2024,11,10,110," 1,790,645.00 "
1016,Cus1268,Socks,West,4/30/2024,4,20,80," 1,105,765.00 "
1017,Cus1466,Jacket,North,5/31/2024,3,30,90," 1,425,150.00 "
1018,Cus1089,Gloves,South,6/30/2024,12,25,300," 3,416,790.00 "
1019,Cus1464,Shoes,East,7/31/2024,5,15,75," 1,790,535.00 "
1020,Cus1476,Hat,West,8/31/2024,7,50,350," 1,105,685.00 "
1001,Cus1091,Shirt,North,1/31/2023,5,20,100," 1,425,060.00 "
1002,Cus1222,Shoes,South,2/28/2023,10,50,500," 3,416,490.00 "
1003,Cus1420,Hat,East,3/31/2023,7,15,105," 1,790,460.00 "
1004,Cus1222,Socks,West,4/30/2023,3,5,15," 1,105,335.00 "
1005,Cus1065,Jacket,North,5/31/2023,2,60,120," 1,424,960.00 "
1006,Cus1146,Gloves,South,6/30/2023,8,25,200," 3,415,990.00 "
1007,Cus1084,Shirt,East,7/31/2023,12,40,480," 1,790,355.00 "
1008,Cus1211,Shoes,West,8/31/2023,4,15,60," 1,105,320.00 "
1009,Cus1046,Hat,North,9/30/2023,7,10,70," 1,424,840.00 "
1010,Cus1162,Socks,South,10/31/2023,9,30,270," 3,415,790.00 "
1011,Cus1441,Jacket,East,11/30/2023,6,35,210," 1,789,875.00 "
1012,Cus1100,Gloves,West,12/31/2023,5,20,100," 1,105,260.00 "
1013,Cus1314,Shirt,North,1/31/2024,8,50,400," 1,424,770.00 "
1014,Cus1055,Shoes,South,2/29/2024,10,60,600," 3,415,520.00 "
1015,Cus1352,Hat,East,3/31/2024,11,10,110," 1,789,665.00 "
1016,Cus1088,Socks,West,4/30/2024,4,20,80," 1,105,160.00 "
1017,Cus1130,Jacket,North,5/31/2024,3,30,90," 1,424,370.00 "
1018,Cus1498,Gloves,South,6/30/2024,12,25,300," 3,414,920.00 "
1019,Cus1237,Shoes,East,7/31/2024,5,15,75," 1,789,555.00 "
1020,Cus1272,Hat,West,8/31/2024,7,50,350," 1,105,080.00 "
1001,Cus1398,Shirt,North,1/31/2023,5,20,100," 1,424,280.00 "
1002,Cus1404,Shoes,South,2/28/2023,10,50,500," 3,414,620.00 "
1003,Cus1095,Hat,East,3/31/2023,7,15,105," 1,789,480.00 "
1004,Cus1171,Socks,West,4/30/2023,3,5,15," 1,104,730.00 "
1005,Cus1421,Jacket,North,5/31/2023,2,60,120," 1,424,180.00 "
1006,Cus1299,Gloves,South,6/30/2023,8,25,200," 3,414,120.00 "
1007,Cus1417,Shirt,East,7/31/2023,12,40,480," 1,789,375.00 "
1008,Cus1258,Shoes,West,8/31/2023,4,15,60," 1,104,715.00 "
1009,Cus1479,Hat,North,9/30/2023,7,10,70," 1,424,060.00 "
1010,Cus1178,Socks,South,10/31/2023,9,30,270," 3,413,920.00 "
1011,Cus1084,Jacket,East,11/30/2023,6,35,210," 1,788,895.00 "
1012,Cus1294,Gloves,West,12/31/2023,5,20,100," 1,104,655.00 "
1013,Cus1290,Shirt,North,1/31/2024,8,50,400," 1,423,990.00 "
1014,Cus1243,Shoes,South,2/29/2024,10,60,600," 3,413,650.00 "
1015,Cus1230,Hat,East,3/31/2024,11,10,110," 1,788,685.00 "
1016,Cus1458,Socks,West,4/30/2024,4,20,80," 1,104,555.00 "
1017,Cus1244,Jacket,North,5/31/2024,3,30,90," 1,423,590.00 "
1018,Cus1330,Gloves,South,6/30/2024,12,25,300," 3,413,050.00 "
1019,Cus1036,Shoes,East,7/31/2024,5,15,75," 1,788,575.00 "
1020,Cus1437,Hat,West,8/31/2024,7,50,350," 1,104,475.00 "
1001,Cus1180,Shirt,North,1/31/2023,5,20,100," 1,423,500.00 "
1002,Cus1106,Shoes,South,2/28/2023,10,50,500," 3,412,750.00 "
1003,Cus1059,Hat,East,3/31/2023,7,15,105," 1,788,500.00 "
1004,Cus1326,Socks,West,4/30/2023,3,5,15," 1,104,125.00 "
1005,Cus1394,Jacket,North,5/31/2023,2,60,120," 1,423,400.00 "
1006,Cus1162,Gloves,South,6/30/2023,8,25,200," 3,412,250.00 "
1007,Cus1165,Shirt,East,7/31/2023,12,40,480," 1,788,395.00 "
1008,Cus1102,Shoes,West,8/31/2023,4,15,60," 1,104,110.00 "
1009,Cus1332,Hat,North,9/30/2023,7,10,70," 1,423,280.00 "
1010,Cus1122,Socks,South,10/31/2023,9,30,270," 3,412,050.00 "
1011,Cus1141,Jacket,East,11/30/2023,6,35,210," 1,787,915.00 "
1012,Cus1490,Gloves,West,12/31/2023,5,20,100," 1,104,050.00 "
1013,Cus1124,Shirt,North,1/31/2024,8,50,400," 1,423,210.00 "
1014,Cus1216,Shoes,South,2/29/2024,10,60,600," 3,411,780.00 "
1015,Cus1318,Hat,East,3/31/2024,11,10,110," 1,787,705.00 "
1016,Cus1477,Socks,West,4/30/2024,4,20,80," 1,103,950.00 "
1017,Cus1255,Jacket,North,5/31/2024,3,30,90," 1,422,810.00 "
1018,Cus1314,Gloves,South,6/30/2024,12,25,300," 3,411,180.00 "
1019,Cus1089,Shoes,East,7/31/2024,5,15,75," 1,787,595.00 "
1020,Cus1280,Hat,West,8/31/2024,7,50,350," 1,103,870.00 "
1001,Cus1222,Shirt,North,1/31/2023,5,20,100," 1,422,720.00 "
1002,Cus1434,Shoes,South,2/28/2023,10,50,500," 3,410,880.00 "
1003,Cus1155,Hat,East,3/31/2023,7,15,105," 1,787,520.00 "
1004,Cus1368,Socks,West,4/30/2023,3,5,15," 1,103,520.00 "
1005,Cus1061,Jacket,North,5/31/2023,2,60,120," 1,422,620.00 "
1006,Cus1285,Gloves,South,6/30/2023,8,25,200," 3,410,380.00 "
1007,Cus1087,Shirt,East,7/31/2023,12,40,480," 1,787,415.00 "
1008,Cus1108,Shoes,West,8/31/2023,4,15,60," 1,103,505.00 "
1009,Cus1092,Hat,North,9/30/2023,7,10,70," 1,422,500.00 "
1010,Cus1441,Socks,South,10/31/2023,9,30,270," 3,410,180.00 "
1011,Cus1404,Jacket,East,11/30/2023,6,35,210," 1,786,935.00 "
1012,Cus1155,Gloves,West,12/31/2023,5,20,100," 1,103,445.00 "
1013,Cus1299,Shirt,North,1/31/2024,8,50,400," 1,422,430.00 "
1014,Cus1327,Shoes,South,2/29/2024,10,60,600," 3,409,910.00 "
1015,Cus1266,Hat,East,3/31/2024,11,10,110," 1,786,725.00 "
1016,Cus1138,Socks,West,4/30/2024,4,20,80," 1,103,345.00 "
1017,Cus1232,Jacket,North,5/31/2024,3,30,90," 1,422,030.00 "
1018,Cus1127,Gloves,South,6/30/2024,12,25,300," 3,409,310.00 "
1019,Cus1033,Shoes,East,7/31/2024,5,15,75," 1,786,615.00 "
1020,Cus1304,Hat,West,8/31/2024,7,50,350," 1,103,265.00 "
1001,Cus1257,Shirt,North,1/31/2023,5,20,100," 1,421,940.00 "
1002,Cus1488,Shoes,South,2/28/2023,10,50,500," 3,409,010.00 "
1003,Cus1324,Hat,East,3/31/2023,7,15,105," 1,786,540.00 "
1004,Cus1068,Socks,West,4/30/2023,3,5,15," 1,102,915.00 "
1005,Cus1258,Jacket,North,5/31/2023,2,60,120," 1,421,840.00 "
1006,Cus1490,Gloves,South,6/30/2023,8,25,200," 3,408,510.00 "
1007,Cus1390,Shirt,East,7/31/2023,12,40,480," 1,786,435.00 "
1008,Cus1412,Shoes,West,8/31/2023,4,15,60," 1,102,900.00 "
1009,Cus1272,Hat,North,9/30/2023,7,10,70," 1,421,720.00 "
1010,Cus1467,Socks,South,10/31/2023,9,30,270," 3,408,310.00 "
1011,Cus1361,Jacket,East,11/30/2023,6,35,210," 1,785,955.00 "
1012,Cus1180,Gloves,West,12/31/2023,5,20,100," 1,102,840.00 "
1013,Cus1403,Shirt,North,1/31/2024,8,50,400," 1,421,650.00 "
1014,Cus1411,Shoes,South,2/29/2024,10,60,600," 3,408,040.00 "
1015,Cus1213,Hat,East,3/31/2024,11,10,110," 1,785,745.00 "
1016,Cus1169,Socks,West,4/30/2024,4,20,80," 1,102,740.00 "
1017,Cus1261,Jacket,North,5/31/2024,3,30,90," 1,421,250.00 "
1018,Cus1206,Gloves,South,6/30/2024,12,25,300," 3,407,440.00 "
1019,Cus1226,Shoes,East,7/31/2024,5,15,75," 1,785,635.00 "
1020,Cus1431,Hat,West,8/31/2024,7,50,350," 1,102,660.00 "
1001,Cus1278,Shirt,North,1/31/2023,5,20,100," 1,421,160.00 "
1002,Cus1414,Shoes,South,2/28/2023,10,50,500," 3,407,140.00 "
1003,Cus1323,Hat,East,3/31/2023,7,15,105," 1,785,560.00 "
1004,Cus1146,Socks,West,4/30/2023,3,5,15," 1,102,310.00 "
1005,Cus1128,Jacket,North,5/31/2023,2,60,120," 1,421,060.00 "
1006,Cus1123,Gloves,South,6/30/2023,8,25,200," 3,406,640.00 "
1007,Cus1423,Shirt,East,7/31/2023,12,40,480," 1,785,455.00 "
1008,Cus1337,Shoes,West,8/31/2023,4,15,60," 1,102,295.00 "
1009,Cus1198,Hat,North,9/30/2023,7,10,70," 1,420,940.00 "
1010,Cus1341,Socks,South,10/31/2023,9,30,270," 3,406,440.00 "
1011,Cus1086,Jacket,East,11/30/2023,6,35,210," 1,784,975.00 "
1012,Cus1254,Gloves,West,12/31/2023,5,20,100," 1,102,235.00 "
1013,Cus1202,Shirt,North,1/31/2024,8,50,400," 1,420,870.00 "
1014,Cus1167,Shoes,South,2/29/2024,10,60,600," 3,406,170.00 "
1015,Cus1135,Hat,East,3/31/2024,11,10,110," 1,784,765.00 "
1016,Cus1024,Socks,West,4/30/2024,4,20,80," 1,102,135.00 "
1017,Cus1333,Jacket,North,5/31/2024,3,30,90," 1,420,470.00 "
1018,Cus1226,Gloves,South,6/30/2024,12,25,300," 3,405,570.00 "
1019,Cus1049,Shoes,East,7/31/2024,5,15,75," 1,784,655.00 "
1020,Cus1282,Hat,West,8/31/2024,7,50,350," 1,102,055.00 "
1001,Cus1354,Shirt,North,1/31/2023,5,20,100," 1,420,380.00 "
1002,Cus1053,Shoes,South,2/28/2023,10,50,500," 3,405,270.00 "
1003,Cus1118,Hat,East,3/31/2023,7,15,105," 1,784,580.00 "
1004,Cus1363,Socks,West,4/30/2023,3,5,15," 1,101,705.00 "
1005,Cus1237,Jacket,North,5/31/2023,2,60,120," 1,420,280.00 "
1006,Cus1277,Gloves,South,6/30/2023,8,25,200," 3,404,770.00 "
1007,Cus1130,Shirt,East,7/31/2023,12,40,480," 1,784,475.00 "
1008,Cus1369,Shoes,West,8/31/2023,4,15,60," 1,101,690.00 "
1009,Cus1191,Hat,North,9/30/2023,7,10,70," 1,420,160.00 "
1010,Cus1481,Socks,South,10/31/2023,9,30,270," 3,404,570.00 "
1011,Cus1128,Jacket,East,11/30/2023,6,35,210," 1,783,995.00 "
1012,Cus1024,Gloves,West,12/31/2023,5,20,100," 1,101,630.00 "
1013,Cus1142,Shirt,North,1/31/2024,8,50,400," 1,420,090.00 "
1014,Cus1171,Shoes,South,2/29/2024,10,60,600," 3,404,300.00 "
1015,Cus1095,Hat,East,3/31/2024,11,10,110," 1,783,785.00 "
1016,Cus1102,Socks,West,4/30/2024,4,20,80," 1,101,530.00 "
1017,Cus1403,Jacket,North,5/31/2024,3,30,90," 1,419,690.00 "
1018,Cus1434,Gloves,South,6/30/2024,12,25,300," 3,403,700.00 "
1019,Cus1020,Shoes,East,7/31/2024,5,15,75," 1,783,675.00 "
1020,Cus1336,Hat,West,8/31/2024,7,50,350," 1,101,450.00 "
1001,Cus1351,Shirt,North,1/31/2023,5,20,100," 1,419,600.00 "
1002,Cus1053,Shoes,South,2/28/2023,10,50,500," 3,403,400.00 "
1003,Cus1392,Hat,East,3/31/2023,7,15,105," 1,783,600.00 "
1004,Cus1072,Socks,West,4/30/2023,3,5,15," 1,101,100.00 "
1005,Cus1044,Jacket,North,5/31/2023,2,60,120," 1,419,500.00 "
1006,Cus1434,Gloves,South,6/30/2023,8,25,200," 3,402,900.00 "
1007,Cus1247,Shirt,East,7/31/2023,12,40,480," 1,783,495.00 "
1008,Cus1212,Shoes,West,8/31/2023,4,15,60," 1,101,085.00 "
1009,Cus1491,Hat,North,9/30/2023,7,10,70," 1,419,380.00 "
1010,Cus1415,Socks,South,10/31/2023,9,30,270," 3,402,700.00 "
1011,Cus1050,Jacket,East,11/30/2023,6,35,210," 1,783,015.00 "
1012,Cus1453,Gloves,West,12/31/2023,5,20,100," 1,101,025.00 "
1013,Cus1026,Shirt,North,1/31/2024,8,50,400," 1,419,310.00 "
1014,Cus1453,Shoes,South,2/29/2024,10,60,600," 3,402,430.00 "
1015,Cus1128,Hat,East,3/31/2024,11,10,110," 1,782,805.00 "
1016,Cus1476,Socks,West,4/30/2024,4,20,80," 1,100,925.00 "
1017,Cus1101,Jacket,North,5/31/2024,3,30,90," 1,418,910.00 "
1018,Cus1011,Gloves,South,6/30/2024,12,25,300," 3,401,830.00 "
1019,Cus1053,Shoes,East,7/31/2024,5,15,75," 1,782,695.00 "
